,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
MARINE CORPS LEAGUE,, ,,,,327 KATHY DR ,RUSSELLVILLE,72802,,"

",35.285902,-93.039281,30-0488842,AR
NO LIMITES MINISTRIES,, ,,,,707 LEDBETTER TRL % SCOTT EFIRD,MALVERN,72104,,"

",34.3623149,-92.81294620000001,20-1824695,AR
DUMAS LITERACY COUNCIL,, ,,,,PO BOX 364 ,DUMAN,71639,,"

",33.9215202,-91.4821482,71-0669350,AR
"Northern Delta, Inc.",, ,,,,534 S 16th St ,West Memphis,72301,,"

",35.1398447,-90.16533670000001,58-2190390,AR
DISABLED AMERICAN VETERANS,, ,,,,1525 HWY 270 E ,SHERIDAN,72150,,"

",34.3120515,-92.41944079999999,31-1056286,AR
SOUTHWEST ARKANSAS DOMESTIC VIOLENCE CENTER,, ,,,,PO BOX 87 % SANDRA RENFROW,DE QUEEN,71832,,"

",34.0378916,-94.3413168,41-2071049,AR
LONOKE COUNTY TASK FORCE ON CHILD ABUSE AND NEGLECT INC,, ,,,www.openarmsshelter.org,PO Box 161 ,Lonoke,72086,,"Shelter for abused and neglected children

Provided room, board & counseling for the physical and mental well being of abused and neglected children admitted to the shelter.",34.7839795,-91.8998611,71-0625004,AR
STRAIGHT WAY INC,, ,,,,PO BOX 1554 ,PINE BLUFF,71613,,"

With the continued goal to strengthen the family and improve home and community relations; the center provided weekly parenting classes for at risk families (some court referred). Our mentor program ""M&M"" placed teens with older teens for positive identity proved successful.",33.877984,-91.9008659,31-1482260,AR
SUCCESSFUL LIVING CONCEPTS INC,, ,,,,3384 CROW MT ROAD ,RUSSELLVILLE,72802,,"

",35.296456,-93.0464609,26-0027669,AR
DISABLED AMERICAN VETERANS,, ,,,,90 JAMESTOWN RD ,DESHA,72527,,"

",35.7360589,-91.6791573,71-0613105,AR
OUTREACH COMMUNITY DEVELOPMENT CENTER INC,, ,,,,1808 S Park Ave ,Stuttgart,72160,,"Community based day care (# served: 35)

Day care expenditures",34.485444,-91.541349,31-1488693,AR
JOINER VILLAGE APARTMENTS,, ,,,,6807 W 12TH ST STE A % WILLIAM HUDDLESTON,LITTLE ROCK,72204,,"HUD HOUSING COMPLEX WITH 18 UNITS FOR THE DISABLED THAT MEET INCOME GUIDELINES SET FORTH BY THE U.S. DEPT OF HUD.

HUD HOUSING COMPLEX WITH 18 UNITS FOR THE DISABLED THAT MEET INCOME GUIDELINES SET FORTH BY THE U.S. DEPT OF HUD. ON AVERAGE, THIS COMPLEX IS SERVING 13 PEOPLE AT ANY GIVEN TIME.",0.0,0.0,75-3061612,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,102 SE 1ST ST ,ATKINS,72823,,"

",35.2413996,-92.93740799999999,71-0583108,AR
AMERICAN FAMILY COALITION INC,, ,,,,6617 WOODFIELD RD % BRUCE BIGGIN,LITTLE ROCK,72209,,"

",0.0,0.0,71-0853926,AR
CRIME VICTIM ASSISTANCE ASSOCIATION OF ARKANSAS,, ,,,,PO BOX 34076 % ROBERT HERZFELD,LITTLE ROCK,72203,,"

",34.7461459,-92.28785669999999,20-1519851,AR
ARVAC INC,, ,,,,PO BOX 808 ,DARDANELLE,72834,,"AREA CAP AGENCY TO MANAGE AGENCIES THAT PROVIDE SERVICES TO LOW INCOME INDIVIDUALS AND INDIVIDUALS WITH DRUG AND ALCOHOL DEPENDENCE.

CSBG HEAP & OTHER - PROVIDE REFERRALS & SERVICES FOR LOW INCOME PERSONS FOR ENERGY ASSISTANCE. PROVIDE FOOD & SHELTER, COUNSELING AND AID",35.2231408,-93.1579532,71-0386402,AR
SAMARITAN HOUSE COMMUNITY CENTER,drambo@samcc.org,Debbie Rambo,,Executive Director,,1211 West Hudson Rd ,Rogers,72756,,"Founded in 1990 as a food pantry for a local church, the Samaritan Community Center became an independent 501(c)3 organization in 2002. The Northwest Arkansas community is experiencing a large population and wealth growth which has greatly increased the cost of living, especially in the area of housing costs. As costs continue to rise, the disabled, elderly, and working poor face increased financial difficulty. Our desire is to help clients regain hope, through addressing all aspects of the person (physical, mental, financial, and spiritual).

PROVIDING HELP FOR PEOPLE IN NEED.",36.356681,-94.1311489,04-3703020,AR
Psi Chi The National Honor Society in Psychology,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,Department of Psychology ,Chattanooga,71923,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",0.0,0.0,58-2040337,AR
KIDZ PLUS 4,, ,,,,PO BOX 560666 ,LITTLE ROCK,72215,,"

",34.7576397,-92.32425099999999,27-1379048,AR
EMPLOYMENT & TRAINING SERVICES INC,, ,,,,2805 FOREST HOME RD ,JONESBORO,72401,,"Administer Federal Funds

Job Training Partnership Act and Workforce Investment Act, Employment and Training Services for economically disadvantaged persons aged 16 and up and dislocated workers. Activities include, but are not limited to remedial education, occupational skills training, on the job training, & work experience.",35.8248456,-90.6710284,71-0528248,AR
THE GUARDIAN OF ANGELS INC,, ,,,,708 SPRUCE ST % SHELVIA DINWIDDIE,AUGUSTA,72006,,"

",35.2823079,-91.36540629999999,30-0400369,AR
DISABLED AMERICAN VETERANS,, ,,,,1506 E 2ND ST STE B ,RUSSELLVILLE,72801,,"

",0.0,0.0,71-6061900,AR
NORTH ARKANSAS COUNSELING FOUNDATION INC,, ,,,,128 W STEPHENSON AVE % ROBERT LANGSTON,HARRISON,72601,,"CHRISTIAN COUNSELING

OPERATION OF A RELIGIOUS COUNSELING MINISTRY",0.0,0.0,76-0790164,AR
INTUITION,, ,,,,PO BOX 8316 ,FORT SMITH,72902,,"

",35.59116,-93.761674,30-0460150,AR
INTERNATIONAL ASSOCIATION OF MISSION INC,, ,,,,PO BOX 2160 ,N LITTLE ROCK,72115,,"

",34.78,-92.27,43-1589432,AR
GREENE COUNTY INDUSTRIAL TRAINING COUNCIL INC,, ,,,,PO BOX 699 ,PARAGOULD,72451,,"PROVIDE CUSTOMIZED TRAINING FOR OUR MEMBERSHI

PROVIDE CUSTOMIZED TRAINING FOR OUR MEMBERSHIP",36.06,-90.5,71-0831345,AR
WOMEN & CHILDREN FIRST THE CENTER AGAINST FAMILY VIOLENCE,, ,,,,PO BOX 1954 ,LITTLE ROCK,72203,,"Assistance to battered women and children

To provide shelter, therapy, education, counseling, transitional housing, legal advocacy and referral services for women and their children that are victims of domestic violence.",0.0,0.0,71-0513011,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 951 % LEVI PIGEON JR,DEQUEEN,71832,,"

",34.031747,-94.35651299999999,71-0599156,AR
FREEDOM 5 ONE MINISTRIES INC,, ,,,,4476 WATERSIDE CT ,FAYETTEVILLE,72703,,"

",36.132816,-94.14117,30-0632370,AR
ABUSED WOMEN AND CHILDREN INC,, ,,,,PO BOX 924 ,ARKADELPHIA,71923,,"Shelter for female victims of domestic violence

Provide shelter housing & food, counseling to female victims of domestic violence and their children",34.1209292,-93.0537839,71-0584703,AR
THREE FEASTS PANTRY,, ,,,,5017 RIXIE RD ,N LITTLE ROCK,72117,,"

",0.0,0.0,71-0770680,AR
Civil Air Patrol 3040 Hot Springs Composite Squadron,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,7 Barcelona Ln ,Hot Springs,71909,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,23-7559776,AR
CIVIL AIR PATROL,webmaster@cap.gov,Melanie LeMay,800-FLY-2338,Public Relations Specialist,http://www.capnhq.gov/,PO Box 971 ,Forrest City,72335,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.Aerospace EducationAmerica''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.  Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,71-0747300,AR
Civil Air Patrol 3109 Jonesboro Eagles,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,1101 James Cove ,Jonesboro,72401,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.   Aerospace Education   America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities.   CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.    These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.   Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,58-1779233,AR
Civil Air Patrol 3107 Twin Lakes,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,4262 Buzzard Roost Rd ,Mountain Home,0,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,58-1780573,AR
Civil Air Patrol,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,P O Box 6479 ,Concord,95524,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.   Aerospace Education   America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities.   CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.    These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.   Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,68-0346998,AR
Little Rock Composite Squadron Civil Air Patrol,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,3225 E 10th St ,Little Rock,72202,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services.   Aerospace Education   America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities.   CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.  Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.  The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.    These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms.   Started in 1951, these workshops have reached hundreds of thousands of young people.  CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",0.0,0.0,71-0749018,AR
Civil Air Patrol,ccrowe@capnhq.gov,Charlotte Crowe,,Chief Public Relations,http://www.capnhq.gov/,55 Glove Ave Texarkana Rgnl Airport ,Texarkana,71854,,"For more than 50 years, the Civil Air Patrol has aggressively performed the missions Congress mandated in 1946: Aerospace Education, Cadet Programs, and Emergency Services. Aerospace Education America''s love of manned flight started with the Wright brothers and continues unabated during this century. World War II showcased the important role aviation would play in the future and national leaders recognized the importance of stimulating public interest in aerospace activities. CAP, as the civilian Auxiliary of the U.S. Air Force, was most suited to perform this mission. Their efforts focused on two different audiences - internal CAP members and the general public.Aerospace educators working out of CAP''s National Headquarters at Maxwell AFB, Ala., provide materials that are current and reflect the highest standards of educational excellence.The congressional charter also tasked CAP to stimulate public interest in aerospace issues. These external programs are primarily conducted through our nation''s education systems.  These workshops highlight basic aerospace knowledge and focus on advances in aerospace technology. Textbooks, learning tools, and visual aids geared to stimulate interest in aerospace matters also are provided for teachers to use in their classrooms. Started in 1951, these workshops have reached hundreds of thousands of young people.CAP also plans and executes the National Congress on Aviation and Space Education. NCASE is the premier aerospace education conference held in the nation. The NCASE is designed to promote an understanding of aviation and space education to motivate and encourage teachers to incorporate aerospace education into their curriculum. It also encourages aerospace leaders to speak out on aerospace issues facing our nation today.

",33.4417915,-94.0376881,71-0748400,AR
THE FOUNDATION OF ARTS FOR N E ARKANSAS INC,, ,,,WWW.FOAJONESBORO.ORG,115 E MONROE AVE ,JONESBORO,72401,,"THE FOUNDATION OF ARTS FOR NORTHEAST ARKANSAS, INC IS A REGIONAL NON-PROFIT ORGANIZATION THAT PASSIONATELY STERIVES TO ENHANCE THE COMMUNITY'S QUALITY OF LIFE BY PROVIDING AND FOSTERING ARTS PROGRAMMING THAT INCLUDES EDUCATION, OUTREACH, AND ENTERTAINMENT THE VISION OF THE FOUNDATION OF ARTS IS TO BE A VITAL PART OF A STRONG, VIBRANT COMMUNITY THAT RECOGNIZES THE IMPORTANCE OF THE ARTS AS A HIGHLY INFLUENTIAL FACTOR OF A SUPERB QUALITY OF LIFE

COMMUNITY THEATRE-THE ORGANIZATION OFFERS A FULL SEASON OF COMMUNITY THEATRE PROJECTS DESIGNED TO ENHANCE THE REGION'S QUALITY OF LIFE BY DEVELPING SKILLS, COMMUNITY SPIRIT AND ARTISTIC APPRECIATION THESE PRODUCTIONS ALSO CONTRIBUTE SIGNIFICANTLY TO THE LOCAL ECONOMY BY ATTRACTING VISITORS FROM ALL OVER THE REGION ARTS EDUCATION-THE REGION ARTS EDUCATION-THE ORGAIZATION OFFERS HIGH-QUALITY INSTRUCTIN IN THE AREAS OF DANCE,  DRAMA AND VISUAL ARTS CLASSES",35.8389834,-90.7041681,58-1682412,AR
